AthleteName	Graduation	BeltColor	BeltDegree	Academy	Federation	FederationAbbr
Vagner Augusto dos Santos Zanella	Black Belt	Black		Garra Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vagner Bueno Capela	Black Belt Third Degree	Black	3	VBFT Vagner Bueno Fighters Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vagner de Araújo Arrabal	Black Belt	Black		TRIBUS BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vagner Kuroiwa	Black Belt Second Degree	Black	2	CheckMat	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vagner Luiz de Souza Barbosa	Black Belt First Degre	Black	1	Infight Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vagner Luiz Guimarães da Cruz	Black Belt Third Degree	Black	3	Boca Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vagner Martim Vieira	Black Belt	Black		Barbosa Jiu-Jitsu International	International Brazilian Jiu-Jitsu Federation	IBJJF
Valbemir Lima Da Silva	Black Belt	Black		CheckMat	Confederação Brasileira de Jiu-Jitsu	CBJJ
Valdeci da Silva	Black Belt	Black		Team Marcos Cunha	Confederação Brasileira de Jiu-Jitsu	CBJJ
Valdecir da Silva Tegoni	Black Belt First Degre	Black	1	BJJ Valdecir Tegoni Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Valdemar dos Santos Abraão	Red and White Belt Eighth Degree	Red and White	8	Valdemar Abraão	Confederação Brasileira de Jiu-Jitsu	CBJJ
Valdénio Mendes Duarte	Black Belt First Degre	Black	1	Gracie Barra João Pessoa-PB	Confederação Brasileira de Jiu-Jitsu	CBJJ
Valdinei de Souza	Black Belt	Black		Nova Patria	Confederação Brasileira de Jiu-Jitsu	CBJJ
Valdiney de Souza Silva	Black Belt First Degre	Black	1	Ares BJJ Brasil	Confederação Brasileira de Jiu-Jitsu	CBJJ
Valdir Marcos Alves Canuto	Black Belt Fourth Degree	Black	4	Qatar BJJ Brasil	Confederação Brasileira de Jiu-Jitsu	CBJJ
Valdir Oliveira Linhares	Black Belt Third Degree	Black	3	Adamas BJJ	International Brazilian Jiu-Jitsu Federation	IBJJF
Valécio Senna Vasconcelos da Silva	Black Belt Fourth Degree	Black	4	Senna Fight Academy	International Brazilian Jiu-Jitsu Federation	IBJJF
Valéria de Abreu Souza	Black Belt	Black		Colisão Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Valerio Mori Ubaldini	Black Belt First Degre	Black	1	Gracie Barra Carrollton	United States Brazilian Jiu-Jitsu Federation	USBJJF
Valfredo Milhomem  De Brito Neto	Black Belt First Degre	Black	1	Pagels BJJ - Rochester	United States Brazilian Jiu-Jitsu Federation	USBJJF
Valfredo Sousa Teixeira Junior	Black Belt	Black		Team Carvalho	Confederação Brasileira de Jiu-Jitsu	CBJJ
Valmecio Camelo da Silva	Black Belt	Black		VCB Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Valnei da Cruz Valadão	Black Belt	Black		Gracie Barra Salvador-BA	Confederação Brasileira de Jiu-Jitsu	CBJJ
Valter Gomes	Black Belt Second Degree	Black	2	Nova União	Confederação Brasileira de Jiu-Jitsu	CBJJ
Valter Rodrigues do Nascimento	Black Belt Sixth Degree	Black	6	Nascimento JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Van Dyck Oliveira	Black Belt Third Degree	Black	3	João Roque JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vandeir Gonçalves da Silva	Black Belt Third Degree	Black	3	João Roque JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vander Carlini Francisco	Black Belt	Black		Gracie Barra Belvedere	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vandêrlei Quitete Ribeiro	Black Belt First Degre	Black	1	Brasa/Muzio	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vanderlei Rodrigo de Oliveira	Black Belt	Black		G13 BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vanderli Alves da Silva	Black Belt First Degre	Black	1	Fernando Terere (FTBJJ)	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vanderson Gomes Dias dos Santos	Black Belt Fourth Degree	Black	4	Team Jucão	United States Brazilian Jiu-Jitsu Federation	USBJJF
Vanessa Lopes Macedo Capodeferro	Black Belt	Black		Escola Bragantina de Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vasco Bento Filho	Red and Black Belt Seventh Degree	Red and Black	7	Vasco Bento JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Ventura Martin Gustav Petisme	Black Belt	Black		Yamasaki Academy Sweden	International Brazilian Jiu-Jitsu Federation	IBJJF
Verônica Rosa da Silva	Black Belt	Black		Barbosa Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Viatseslav Karypidis	Black Belt	Black		Rio Grappling Club Europe	International Brazilian Jiu-Jitsu Federation	IBJJF
Vibhudatta Rout	Black Belt	Black		Emirates Jiu-Jitsu Center	International Brazilian Jiu-Jitsu Federation	IBJJF
Vicent Denis Oliveira da Costa	Black Belt	Black		Zenith BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vicente Basilio Ferreira	Black Belt First Degre	Black	1	Natal e Rico Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vicente Celestino  Revers	Black Belt	Black		Revers Fighter Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vicente Gomes C. N. Cavalcanti	Black Belt First Degre	Black	1	Southside Brazilian Jiu-Jitsu	International Brazilian Jiu-Jitsu Federation	IBJJF
Victor Adauto Costa Silva	Black Belt First Degre	Black	1	Equipe Totti Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Victor Alexandre do Valle Pereira	Black Belt Second Degree	Black	2	Barbosa JJ - Germany	International Brazilian Jiu-Jitsu Federation	IBJJF
Victor Araujo das Virgens	Black Belt First Degre	Black	1	Nova Uniao Bahia	Confederação Brasileira de Jiu-Jitsu	CBJJ
Victor de Oliveira Estima	Black Belt Fourth Degree	Black	4	Gracie Barra Nottingham	International Brazilian Jiu-Jitsu Federation	IBJJF
Victor de Sa Mendes Junior	Black Belt	Black		Gracie Humaita International	International Brazilian Jiu-Jitsu Federation	IBJJF
Victor Hugo de Matos Santana	Black Belt	Black		GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Victor José Sardá de Espindola	Black Belt	Black		Ricardo Mello JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Victor Luiz Dias Fernandes	Black Belt First Degre	Black	1	BJJ Coach Brasil	Confederação Brasileira de Jiu-Jitsu	CBJJ
Victor Matheus de Lima Rodrigues	Black Belt	Black		Infight USA	United States Brazilian Jiu-Jitsu Federation	USBJJF
Victor Pinna Viana	Black Belt	Black		Barbosa Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Victor Santos Gomes	Black Belt	Black		GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Victor Silveira Coswig	Black Belt	Black		Julio Secco	Confederação Brasileira de Jiu-Jitsu	CBJJ
Victor Vellasco Torquato Júnior	Black Belt	Black		Renato Ferro Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Viking Wai Chun Wong	Black Belt First Degre	Black	1	Inglorious Grapplers	International Brazilian Jiu-Jitsu Federation	IBJJF
Ville Tapio Saari	Black Belt	Black		Total Center Lahti	International Brazilian Jiu-Jitsu Federation	IBJJF
Vilson Antonio da Silva	Black Belt	Black		Centro Esportivo Irmãos Felix de Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vincent Angelo Carlucci	Black Belt Second Degree	Black	2	Team-Choco	United States Brazilian Jiu-Jitsu Federation	USBJJF
Vincent Mattei	Black Belt Third Degree	Black	3	St. Catharines Brazilian Jiu-Jitsu	International Brazilian Jiu-Jitsu Federation	IBJJF
Vincent Nguyen	Black Belt First Degre	Black	1	WAO	International Brazilian Jiu-Jitsu Federation	IBJJF
Vinicius Aieta de Oliveira	Black Belt Third Degree	Black	3	Gracie Humaita	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinicius Alves Alkaim	Black Belt First Degre	Black	1	GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinicius Barcellos Cardoso	Black Belt	Black		Gracie Barra Brasília - Asa Sul - DF	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinícius Benzi F. Landeira	Black Belt Third Degree	Black	3	Gordo Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinicius Blanc Medeiros de Franca	Black Belt	Black		Luiz Paulo Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinicius Borba Zani	Black Belt First Degre	Black	1	Alliance Los Angeles	United States Brazilian Jiu-Jitsu Federation	USBJJF
Vinicius C. Costa	Black Belt	Black		Team Jucão	United States Brazilian Jiu-Jitsu Federation	USBJJF
Vinicius Campelo Silveira	Black Belt Fifth Degree	Black	5	Akxe BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinicius Cesare Modernel Canevari	Black Belt Fifth Degree	Black	5	Magoo JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinicius da Gama Fernandes	Black Belt First Degre	Black	1	Julio Secco	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinicius de Barros	Black Belt Third Degree	Black	3	Gracie Barra Belo Horizonte - MG	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinicius de Castro Nascimento	Black Belt Second Degree	Black	2	Mandala Jiu-Jitsu School	International Brazilian Jiu-Jitsu Federation	IBJJF
Vinicius de Magalhães	Black Belt Third Degree	Black	3	Vinny Magalhaes BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Vinicius de Oliveira Prudêncio	Black Belt Third Degree	Black	3	Vinícius Prudêncio BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinicius de Rezende Cruz	Black Belt Fifth Degree	Black	5	Carlson Gracie International	International Brazilian Jiu-Jitsu Federation	IBJJF
Vinicius dos Santos Fonseca	Black Belt	Black		GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinícius Jorge Dubugras do Amaral	Black Belt Fifth Degree	Black	5	Game Fight	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinicius Lima Santarem Romualdo	Black Belt	Black		Pitbull	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinicius Magalhães	Black Belt Sixth Degree	Black	6	Gracie Barra Texas	United States Brazilian Jiu-Jitsu Federation	USBJJF
Vinicius Martins Giorni	Black Belt	Black		Atos Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinicius Paes de Figueiredo	Black Belt Third Degree	Black	3	G13 BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinicius Paula Bastos	Black Belt First Degre	Black	1	Linhagem Real	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinícius Soares Vieira	Black Belt First Degre	Black	1	Kioto Brazilian Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinicius Sobrino Gahyva	Black Belt Third Degree	Black	3	Icon Jiu-Jitsu Team - USA	United States Brazilian Jiu-Jitsu Federation	USBJJF
Vinícius Tavares Marinho	Black Belt Third Degree	Black	3	GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vinicius Zanon de Souza	Black Belt	Black		Academia Betânia de Artes Marciais	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vitaliano Sestito	Black Belt Second Degree	Black	2	Gustavo Freire BJJ	International Brazilian Jiu-Jitsu Federation	IBJJF
Vitor de Souza Ribeiro	Black Belt Fifth Degree	Black	5	Vitor Shaolin BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Vitor Eugenio	Black Belt First Degre	Black	1	João Roque JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vitor Fabio Martins Toledo	Black Belt Third Degree	Black	3	Atos Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vitor Henrique Silva Oliveira	Black Belt Third Degree	Black	3	GF Team Ohio	United States Brazilian Jiu-Jitsu Federation	USBJJF
Vitor Hugo Silva Sousa	Black Belt	Black		Hygor Camara Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vitor Luiz Boufleur Filho	Black Belt Second Degree	Black	2	Toca do Urso Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vitor Machado da Rocha	Black Belt	Black		Arte Livre Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vitor Oliveira Vieira	Black Belt First Degre	Black	1	Companhia Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vitor Pereira dos Santos Ribeiro	Black Belt	Black		Ground 23 BJJ	International Brazilian Jiu-Jitsu Federation	IBJJF
Vitor Peres Paschoal	Black Belt	Black		Caio Terra Association	United States Brazilian Jiu-Jitsu Federation	USBJJF
Vitor William de Sousa Marçal	Black Belt Second Degree	Black	2	Academia Deo	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vitormauro Araujo da Silva	Black Belt	Black		De La Riva JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Volnei Carlos Martins	Black Belt Second Degree	Black	2	Gracie Barra Joinville	Confederação Brasileira de Jiu-Jitsu	CBJJ
Volney Domingos Vieira	Black Belt	Black		Carlson Gracie Clube	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vu Nguyen Hoang Tho	Black Belt	Black		Kimura BJJ Academy International	International Brazilian Jiu-Jitsu Federation	IBJJF
Vugner Amador da Silva	Black Belt Fourth Degree	Black	4	Nova Uniao Bahia	Confederação Brasileira de Jiu-Jitsu	CBJJ
Vynyssyus Viana Nascimento	Black Belt First Degre	Black	1	Gracie Barra Valparaiso GO/Entorno	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wagner da Silva Borges	Black Belt First Degre	Black	1	The Brothers BJJ Pernambuco	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wagner de Lima Mesquita	Black Belt First Degre	Black	1	Mesquita Bros	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wagner Dias dos Santos	Black Belt Third Degree	Black	3	WD Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wagner Hermenegildo	Black Belt First Degre	Black	1	Rocian Gracie Junior de Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wagner Mendes Campos	Black Belt Second Degree	Black	2	Galeto Brothers BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wagner Nunes de Sousa	Black Belt	Black		Alliance International	International Brazilian Jiu-Jitsu Federation	IBJJF
Wagner Oliveira Costa Santos	Black Belt Third Degree	Black	3	GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wagner Ramos Teles de Moraes	Black Belt	Black		ZR Team Pernambuco	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wagner Welerson Nóboa	Black Belt Third Degree	Black	3	Wagner Noboa Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wagnney Fabiano Silva dos Santos	Black Belt Fifth Degree	Black	5	Nova União International	International Brazilian Jiu-Jitsu Federation	IBJJF
Walber Brito de Barros	Black Belt Second Degree	Black	2	WTBJJA	United States Brazilian Jiu-Jitsu Federation	USBJJF
Walbert Ferreira de Sousa	Black Belt First Degre	Black	1	ZR Team - Tropa WF	Confederação Brasileira de Jiu-Jitsu	CBJJ
Waldemir Costa da Rocha Júnior	Black Belt First Degre	Black	1	Club Pina Brazilian Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Waldinei Vieira dos Santos	Black Belt	Black		Frankiko Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Waldo Bautista Zapata	Black Belt Third Degree	Black	3	Viva Zapata Jiu Jitsu	International Brazilian Jiu-Jitsu Federation	IBJJF
Walker Silva Pacheco	Black Belt	Black		Ns Brotherhood	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wallace Luiz Rodrigues de Castro	Black Belt Third Degree	Black	3	GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wallace Serafim Pavão	Black Belt Second Degree	Black	2	GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Walter Aparecido Acenção	Black Belt	Black		Bon-Sai Association Internacional	Confederação Brasileira de Jiu-Jitsu	CBJJ
Walter Escobar Camara	Black Belt	Black		PS Phoenix BJJ International	International Brazilian Jiu-Jitsu Federation	IBJJF
Walter Fontes Vital Jr	Black Belt Third Degree	Black	3	Cascao Jiu-Jitsu	United States Brazilian Jiu-Jitsu Federation	USBJJF
Walter Garcia Júnior	Black Belt Third Degree	Black	3	Ipanema JJ Club	Confederação Brasileira de Jiu-Jitsu	CBJJ
Walter Godoy Lopes dos Santos	Black Belt First Degre	Black	1	X-Team Sports	Confederação Brasileira de Jiu-Jitsu	CBJJ
Walter Jackson de Meneses Dakujaku	Black Belt	Black		Ogawa Jiu-Jitsu	Japan Brazilian Jiu-Jitsu Federation	JBJJF
Walter Pinto da Silva Júnior	Black Belt Third Degree	Black	3	Broca Fight Team (BFT)	Confederação Brasileira de Jiu-Jitsu	CBJJ
Walter Rogério Neves Julião	Black Belt Second Degree	Black	2	Eq. Claudionor Cardoso	Confederação Brasileira de Jiu-Jitsu	CBJJ
Walter Teles de Oliveira Júnior	Black Belt Second Degree	Black	2	Ares BJJ Brasil	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wander Braga Corrêa da Costa	Black Belt Third Degree	Black	3	Braga Fight Team - Los Angeles	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wanderson Marcelo de Assis	Black Belt	Black		WGT Jiu Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wanderson Messias de Oliveira Silva	Black Belt Second Degree	Black	2	CT WS Team Senhor do Bonfim	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wantuir Spenciere Barbosa	Black Belt	Black		G13 Campo Belo	Confederação Brasileira de Jiu-Jitsu	CBJJ
Warren Jefferson Stout	Black Belt Second Degree	Black	2	Renzo Gracie Academy	United States Brazilian Jiu-Jitsu Federation	USBJJF
Washington Abreu dos Santos	Black Belt	Black		TRIBUS BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Washington de Souza Ferreira	Black Belt Fourth Degree	Black	4	Nova União USA	United States Brazilian Jiu-Jitsu Federation	USBJJF
Washington Luis do M. Lima	Black Belt First Degre	Black	1	GF Team Texas	United States Brazilian Jiu-Jitsu Federation	USBJJF
Washington Toshihiro Donomai	Black Belt Third Degree	Black	3	Brigadeiro Brazilian Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Washington Vilaça de Almeida	Black Belt First Degre	Black	1	Ronaldo Black Team Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wayne Johnson	Black Belt	Black		Fight Sports International	International Brazilian Jiu-Jitsu Federation	IBJJF
Weber Pereira	Black Belt First Degre	Black	1	Gordo Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Weberty Viana de Sousa	Black Belt Third Degree	Black	3	Equipe Juquinha	Confederação Brasileira de Jiu-Jitsu	CBJJ
Welinton Alves Vieira	Black Belt Second Degree	Black	2	Training Center Zenith Drysdale Jiu-Jitsu	International Brazilian Jiu-Jitsu Federation	IBJJF
Weliton Rodrigues Teixeira	Black Belt Second Degree	Black	2	GF Team California	United States Brazilian Jiu-Jitsu Federation	USBJJF
Wellington José da Silva	Black Belt First Degre	Black	1	Família WJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wellington Leal Dias	Black Belt Sixth Degree	Black	6	Gracie Humaita Phoenix	United States Brazilian Jiu-Jitsu Federation	USBJJF
Wellington Modena Peroto	Black Belt First Degre	Black	1	One Jiu-Jitsu USA	United States Brazilian Jiu-Jitsu Federation	USBJJF
Wellington Monte de Alcantara	Black Belt Fourth Degree	Black	4	Monte Jiu-Jitsu Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wellington Santos da Silva	Black Belt	Black		Nova União	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wellynthon Noronha Pessoa	Black Belt	Black		The Champions Brazilian Jiu-Jitsu Roraima	Confederação Brasileira de Jiu-Jitsu	CBJJ
Welton Ribeiro Soares	Black Belt Fifth Degree	Black	5	Welton Ribeiro	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wendel Breves da Silva	Black Belt First Degre	Black	1	Gimenes Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wendel Ribeiro de Castro	Black Belt Fourth Degree	Black	4	Gracie Humaita	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wendell Alexander C. Lago	Red and Black Belt Seventh Degree	Red and Black	7	Nova União	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wendell Oscar Cardoso	Black Belt	Black		Tone Up Fight	International Brazilian Jiu-Jitsu Federation	IBJJF
Wesclay F Sardinha	Black Belt	Black		Gracie Humaita Phoenix	United States Brazilian Jiu-Jitsu Federation	USBJJF
Wesley Alexandre Costa	Black Belt First Degre	Black	1	CheckMat	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wesley Aparecido do Nascimento	Black Belt	Black		Araido	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wesley Campos dos Reis	Black Belt Third Degree	Black	3	Equipe Mineirinho Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wesley da Silva Ribeiro	Black Belt Second Degree	Black	2	Pitbull	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wesley dos Santos	Black Belt Third Degree	Black	3	Wesley Santos Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wesley Funari Lucas	Black Belt	Black		GF Team São Paulo	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wesley Lobo Archete	Black Belt First Degre	Black	1	Gracie Barra Cataguases	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wesley Tate Gann	Black Belt Second Degree	Black	2	Team Gann	United States Brazilian Jiu-Jitsu Federation	USBJJF
Wesley Vicuña Santos das Neves	Black Belt	Black		Gracie Barra Centro Santana do Araguaia	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wigmam Albuquerque Carvalho	Black Belt	Black		Familia Bangu BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wildbruno Cardoso da Costa	Black Belt	Black		Equipe Vilhena Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wilen Ximenes Pinho Junior	Black Belt	Black		Soul Fighters Itaperuna	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wilfredo Javier Garcia Tolentino	Black Belt First Degre	Black	1	Tiburones BJJ Puerto Rico	United States Brazilian Jiu-Jitsu Federation	USBJJF
Wiliam Carmona Maya	Black Belt	Black		Barbosa Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Wilker Tailan Silva Costa	Black Belt	Black		Azimuth Brazilian Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
